1,153432.679688
2,75878.8359375
3,126799.903646
4,69013.0846354
5,137124.059896
6,151612.479167
7,216364.598958
8,195913.526042
9,341203.302083
10,47253.8776042
11,194518.364583
12,210056.161458
13,44348.1666667
14,111553.229167
15,291775.0
16,166249.333333
17,206429.526042
18,62315.6809896
19,48897.3710938
20,137097.528646
21,37217.5032552
22,172209.973958
23,48022.1315104
24,148455.473958
25,53744.6861979
26,141280.424479
27,108782.003906
28,426287.583333
29,328162.541667
30,77765.0638021
31,58068.4388021
32,155462.598958
33,63530.5533854
34,157000.098958
35,112198.4375
36,178099.666667
37,65648.9427083
38,181298.755208
39,290974.367188
40,129508.169271
41,204467.604167
42,39281.0690104
43,22911.0917969
44,172721.354167
45,162652.5
46,334750.270833
47,169016.213542
48,181051.838542
49,181816.338542
50,245803.557292
51,82697.5299479
52,62841.15625
53,74730.7734375
54,161912.78125
55,81240.1054688
56,42912.9557292
57,53824.2604167
58,79568.4270833
59,81622.8723958
60,51230.0807292
61,52698.0351562
62,127339.6875
63,42116.7578125
64,303442.40625
65,40378.0507812
66,58574.0494792
67,51507.8072917
68,84254.671875
69,171719.986979
70,211081.510417
71,223813.192708
72,184420.203125
73,206713.161458
74,43859.7252604
75,248107.119792
76,108353.872396
77,27507.4550781
78,328966.0625
79,202427.197917
80,322142.75
81,214878.880208
82,189095.484375
83,99493.640625
84,247670.786458
85,262832.020833
86,136093.817708
87,216420.557292
88,138231.869792
89,410226.0
90,171042.744792
91,27324.7643229
92,62130.8919271
93,219633.380208
94,80860.8385417
95,140363.322917
96,393581.354167
97,47069.4785156
98,129163.276042
99,40093.65625
100,53165.6848958
101,151036.4375
102,221720.958333
103,91368.1041667
104,22460.2835286
105,76339.78125
106,85718.2109375
107,75140.5520833
108,79138.46875
109,148629.78125
110,74158.4895833
111,295279.265625
112,61465.6471354
113,67837.4101562
114,49425.9361979
115,35967.5898438
116,374193.125
117,262181.692708
118,76132.46875
119,248577.609375
120,138696.505208
121,262681.4375
122,77658.328125
123,333211.541667
124,79129.4375
125,180546.104167
126,42035.2688802
127,357062.947917
128,142287.080729
129,275479.661458
130,436402.927083
131,65894.3424479
132,56734.125
133,106078.03125
134,60068.4361979
135,53301.1302083
136,44646.6015625
137,154044.979167
138,157339.114583
139,111725.502604
140,40920.9388021
141,129018.388021
142,356618.0625
143,24803.7128906
144,67906.5091146
145,46922.4075521
146,46290.4231771
147,498830.135417
148,155020.510417
149,186583.893229
150,229130.546875
151,180073.484375
152,53445.110026
153,59045.2382812
154,303717.588542
155,326263.84375
156,119821.708333
157,62717.8645833
158,359480.479167
159,225545.807292
160,178163.283854
161,56618.28125
162,144330.052083
163,37054.0514323
164,232660.609375
165,144773.625
166,182432.260417
167,66959.3307292
168,270777.765625
169,147740.442708
170,49572.5585938
171,342870.15625
172,96839.8541667
173,360980.6875
174,96803.6380208
175,33861.8671875
176,199392.036458
177,166272.541667
178,155282.486979
179,127611.364583
180,232440.661458
181,357913.072917
182,197350.421875
183,333958.84375
184,58726.9440104
185,36249.4088542
186,396069.09375
187,248895.583333
188,41909.7480469
189,143031.114583
190,223480.041667
191,228456.9375
192,251874.291667
193,186361.286458
194,120926.669271
195,27218.1477865
196,104651.184896
197,151707.71875
198,168308.885417
199,105875.489583
200,281004.697917
201,248741.973958
202,66145.7317708
203,119653.309896
204,45914.0677083
205,95129.8007812
206,47947.7630208
207,111009.591146
208,362306.1875
209,71005.7851562
210,252286.895833
211,56168.1744792
212,254808.1875
213,119637.40625
214,182464.557292
215,34181.5494792
216,104566.067708
217,161445.958333
218,198219.822917
219,93776.4036458
220,233004.255208
221,191241.770833
222,262378.463542
223,97713.625
224,242279.786458
225,72540.3072917
226,34793.5820312
227,47380.3489583
228,160976.481771
229,156007.289062
230,296119.010417
231,137690.90625
232,37610.5091146
233,34010.249349
234,114803.067708
235,29295.0221354
236,138748.049479
237,219427.619792
238,251455.796875
239,317634.145833
240,187787.34375
241,99503.6953125
242,74071.2617188
243,119038.789062
244,94161.8932292
245,292198.135417
246,138206.981771
247,67908.4375
248,115871.611979
249,119298.143229
250,232844.989583
251,232265.484375
252,135988.408854
253,129932.768229
254,33111.65625
255,56832.984375
256,331134.911458
257,66608.5
258,193328.083333
259,108343.020833
260,153323.765625
261,33687.530599
262,138381.979167
263,36302.2955729
264,391541.364583
265,114168.690104
266,51596.4257812
267,68836.7851562
268,141967.171875
269,58112.0872396
270,133364.434896
271,214693.791667
272,77083.7604167
273,105799.742188
274,34538.5690104
275,144138.341146
276,86675.7369792
277,436657.333333
278,42785.5664062
279,188268.697917
280,295499.6875
281,163806.421875
282,154313.309896
283,123251.979167
284,114176.989583
285,39905.5611979
286,205260.140625
287,329097.447917
288,275318.713542
289,131468.236979
290,29094.9466146
291,58260.9361979
292,449534.302083
293,148947.484375
294,28034.1223958
295,86007.5052083
296,93190.9257812
297,74318.3020833
298,108136.622396
299,79958.6419271
300,28843.0585938
301,104578.354167
302,263667.651042
303,122032.927083
304,116580.533854
305,313856.40625
306,106541.460938
307,124063.799479
308,139160.622396
309,81453.0169271
310,71734.0885417
311,164733.0
312,271181.078125
313,52617.7838542
314,261372.364583
315,53404.8502604
316,33502.6582031
317,213331.880208
318,83681.6848958
319,42723.1783854
320,50753.3216146
321,133597.033854
322,61312.9270833
323,221859.145833
324,41871.8255208
325,37880.3144531
326,66419.8177083
327,196392.78125
328,331559.541667
329,124614.080729
330,308346.328125
331,79737.7942708
332,40074.8411458
333,69385.5976562
334,235795.010417
335,160487.104167
336,231770.182292
337,216680.010417
338,84173.1979167
339,91149.9427083
340,20027.6132812
341,126507.791667
342,55455.8541667
343,213472.255208
344,107965.065104
345,42744.1197917
346,126420.416667
347,121449.697917
348,158924.942708
349,189658.770833
350,154058.981771
351,240921.296875
352,212095.59375
353,361930.46875
354,60040.40625
355,120472.898438
356,136350.588542
357,188421.208333
358,42688.5976562
359,32104.6207682
360,81066.8763021
361,250280.46875
362,26751.4615885
363,166715.28125
364,62018.1614583
365,66392.6184896
366,34032.8567708
367,70607.2408854
368,297717.84375
369,45901.5442708
370,98920.1145833
371,331746.895833
372,164321.296875
373,91230.8203125
374,33040.9101562
375,68279.2369792
376,26268.2233073
377,46525.8541667
378,57123.9960938
379,97253.4322917
380,80067.4361979
381,29237.7838542
382,184912.588542
383,242855.479167
384,192099.536458
385,183643.851562
386,209489.682292
387,209898.333333
388,28395.2851562
389,275113.427083
390,38973.813151
391,49828.3567708
392,90385.1770833
393,66925.8919271
394,110009.041667
395,137432.382812
396,71779.9010417
397,190660.28125
398,83694.4335938
399,182151.239583
400,129170.059896
401,26260.3958333
402,228551.317708
403,273280.578125
404,44486.9557292
405,158399.255208
406,262886.072917
407,366727.697917
408,100422.09375
409,47538.7903646
410,51307.1367188
411,98627.609375
412,134997.984375
413,188748.791667
414,64061.6575521
415,25145.5768229
416,217399.151042
417,119144.648438
418,354913.395833
419,303851.34375
420,304304.505208
421,53632.5585938
422,260986.421875
423,48730.3059896
424,57997.7356771
425,55986.843099
426,47349.2955729
427,180914.760417
428,378442.416667
429,277230.572917
430,57350.6471354
431,185756.645833
432,102609.795573
433,83714.78125
434,380742.197917
435,31857.9772135
436,54709.6145833
437,52435.8502604
438,30584.6236979
439,51658.7447917
440,30167.2858073
441,62382.9153646
442,90479.8177083
443,55715.984375
444,92113.8645833
445,53532.9309896
446,123089.492188
447,30268.3717448
448,76250.9895833
449,188028.479167
450,153152.244792
451,146300.958333
452,267707.734375
453,193166.213542
454,130120.630208
455,123649.976562
456,193421.770833
457,45631.3125
458,65173.4596354
459,285049.4375
460,119965.369792
461,133786.505208
462,317584.166667
463,239817.989583
464,125625.333333
465,273917.885417
466,132357.367188
467,179694.565104
468,36486.0377604
469,42322.9941406
470,87343.25
471,479627.989583
472,109182.184896
473,197894.677083
474,54589.6458333
475,46763.6158854
